,GO_term,pfam_id,GO_id,GO_level,count,GO_idx
1652,protein insertion into mitochondrial inner membrane from matrix,PF07961,GO:0032979,process,1,1622
1839,replication fork processing,PF07962,GO:0031297,process,2,1623
704,cytolysis in another organism,PF07968,GO:0051715,process,2,1624
1187,microtubule organizing center,PF07989,GO:0005815,component,2,1625
1010,inositol biosynthetic process,PF07994,GO:0006021,process,1,1626
967,host cell endoplasmic reticulum membrane,PF08001,GO:0044167,component,1,1627
727,defense response to other organism,PF08018,GO:0098542,process,4,1628
1647,protein import into mitochondrial matrix,PF08038,GO:0030150,process,3,1629
1737,pyrroloquinoline quinone biosynthetic process,PF08042,GO:0018189,process,1,1630
564,cell junction,PF08043,GO:0030054,component,1,1631
509,branched-chain amino acid biosynthetic process,PF08046,GO:0009082,process,2,1632
1732,pyrimidine nucleobase biosynthetic process,PF08052,GO:0019856,process,1,1633
2091,transcriptional attenuation by ribosome,PF08053,GO:0031556,process,2,1634
1072,leucine biosynthetic process,PF08054,GO:0009098,process,2,1635
1679,protein serine/threonine kinase activity,PF08064,GO:0004674,function,18,1636
1331,nuclear exosome (RNase complex),PF08066,GO:0000176,component,1,1637
1860,response to toxic substance,PF08085,GO:0009636,process,2,1638
1598,potassium channel inhibitor activity,PF08086,GO:0019870,function,3,1639
1007,innate immune response,PF08104,GO:0045087,process,3,1640
435,antifungal humoral response,PF08105,GO:0019732,process,1,1641
1785,regulation of catalytic activity,PF08114,GO:0050790,process,2,1642
1229,mitochondrion inheritance,PF08118,GO:0000001,process,1,1643
949,histone H3K79 methyltransferase activity,PF08123,GO:0031151,function,1,1644
1834,regulation of viral process,PF08133,GO:0050792,process,1,1645
1799,"regulation of female receptivity, post-mating",PF08138,GO:0046008,process,1,1646
791,endospore-forming forespore,PF08141,GO:0042601,component,4,1647
1027,intra-Golgi vesicle-mediated transport,PF08172,GO:0006891,process,2,1648
1591,positive regulation of single-species biofilm formation,PF08181,GO:1900192,process,1,1649
986,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines",PF08210,GO:0016814,function,1,1650
691,cytidine deaminase activity,PF08211,GO:0004126,function,1,1651
334,[citrate (pro-3S)-lyase] ligase activity,PF08218,GO:0008771,function,1,1652
956,histone lysine methylation,PF08236,GO:0034968,process,2,1653
1325,nodulation,PF08247,GO:0009877,process,1,1654
2054,threonine biosynthetic process,PF08254,GO:0009088,process,1,1655
1970,spindle microtubule,PF08287,GO:0005876,component,2,1656
307,TIM23 mitochondrial import inner membrane translocase complex,PF08294,GO:0005744,component,1,1657
255,RNA ligase (ATP) activity,PF08302,GO:0003972,function,3,1658
1867,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",PF08314,GO:0006890,process,4,1659
342,acetyl-CoA carboxylase activity,PF08326,GO:0003989,function,3,1660
221,"N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity",PF08328,GO:0004018,function,1,1661
526,calmodulin-dependent protein kinase activity,PF08332,GO:0004683,function,1,1662
1613,procollagen-proline 4-dioxygenase activity,PF08336,GO:0004656,function,1,1663
1901,semaphorin receptor activity,PF08337,GO:0017154,function,2,1664
1443,peptide transport,PF08352,GO:0015833,process,2,1665
793,enoyl-[acyl-carrier-protein] reductase (NADH) activity,PF08354,GO:0004318,function,1,1666
619,chlorophyll biosynthetic process,PF08369,GO:0015995,process,2,1667
1817,regulation of protein catabolic process,PF08375,GO:0042176,process,1,1668
1906,sensory perception of taste,PF08395,GO:0050909,process,2,1669
1542,plasma membrane organization,PF08397,GO:0007009,process,1,1670
495,biological process involved in interspecies interaction between organisms,PF08405,GO:0044419,process,2,1671
613,chitin synthase activity,PF08407,GO:0004100,function,2,1672
1939,single-stranded DNA 3'-5' DNA exonuclease activity,PF08411,GO:0008310,function,1,1673
1402,"oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor",PF08414,GO:0050664,function,1,1674
620,chlorophyllide a oxygenase [overall] activity,PF08417,GO:0010277,function,1,1675
1091,lipopolysaccharide 3-alpha-galactosyltransferase activity,PF08437,GO:0008918,function,1,1676
275,RNA-protein covalent cross-linking,PF08440,GO:0018144,process,1,1677
809,excinuclease ABC activity,PF08459,GO:0009381,function,1,1678
1743,rRNA (guanine-N2-)-methyltransferase activity,PF08468,GO:0008990,function,2,1679
1997,sucrose-phosphate phosphatase activity,PF08472,GO:0050307,function,1,1680
321,UDP-glucose 4-epimerase activity,PF08485,GO:0003978,function,1,1681
1977,squalene monooxygenase activity,PF08491,GO:0004506,function,1,1682
388,aflatoxin biosynthetic process,PF08493,GO:0045122,process,1,1683
1980,steroid biosynthetic process,PF08498,GO:0006694,process,2,1684
1919,shikimate 3-dehydrogenase (NADP+) activity,PF08501,GO:0004764,function,1,1685
13,2-isopropylmalate synthase activity,PF08502,GO:0003852,function,1,1686
2042,tetrahydrodipicolinate N-acetyltransferase activity,PF08503,GO:0047200,function,1,1687
121,DNA replication factor C complex,PF08519,GO:0005663,component,1,1688
1828,regulation of termination of DNA-templated transcription,PF08529,GO:0031554,process,3,1689
746,dipeptidyl-peptidase activity,PF08530,GO:0008239,function,3,1690
490,beta-galactosidase activity,PF08532,GO:0004565,function,4,1691
865,galactose metabolic process,PF08533,GO:0006012,process,3,1692
996,hydroxymethylglutaryl-CoA synthase activity,PF08540,GO:0004421,function,1,1693
29,3-oxoacyl-[acyl-carrier-protein] synthase activity,PF08545,GO:0004315,function,1,1694
1014,inositol phosphoceramide metabolic process,PF08552,GO:0006673,process,1,1695
1643,protein homodimerization activity,PF08558,GO:0042803,function,3,1696
1339,nuclear protein quality control by the ubiquitin-proteasome system,PF08559,GO:0071630,process,1,1697
244,"PAM complex, Tim23 associated import motor",PF08566,GO:0001405,component,1,1698
277,RSC-type complex,PF08586,GO:0016586,component,2,1699
1228,mitochondrion autophagosome adaptor activity,PF08589,GO:0140580,function,1,1700
1205,mitochondrial inner membrane,PF08602,GO:0005743,component,15,1701
1792,regulation of cyclin-dependent protein serine/threonine kinase activity,PF08613,GO:0000079,process,1,1702
1873,ribonuclease H2 complex,PF08615,GO:0032299,component,1,1703
1143,meiotic cell cycle,PF08631,GO:0051321,process,2,1704
1194,mitochondrial RNA metabolic process,PF08634,GO:0000959,process,1,1705
2159,vacuolar proton-transporting V-type ATPase complex assembly,PF08636,GO:0070072,process,4,1706
1140,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",PF08640,GO:0000462,process,2,1707
1237,mitotic sister chromatid segregation,PF08641,GO:0000070,process,1,1708
955,histone deacetylation,PF08642,GO:0016575,process,2,1709
1238,mitotic spindle,PF08649,GO:0072686,component,7,1710
466,attachment of spindle microtubules to kinetochore,PF08650,GO:0008608,process,6,1711
1551,poly(A)-specific ribonuclease activity,PF08675,GO:0004535,function,1,1712
327,UFM1 conjugating enzyme activity,PF08694,GO:0061657,function,1,1713
1547,platelet activation,PF08702,GO:0030168,process,1,1714
541,carbon-nitrogen lyase activity,PF08714,GO:0016840,function,1,1715
1379,omega peptidase activity,PF08717,GO:0008242,function,1,1716
1025,intermembrane lipid transfer,PF08718,GO:0120009,process,1,1717
588,cellular response to iron ion starvation,PF08731,GO:0010106,process,1,1718
1333,nuclear export signal receptor activity,PF08767,GO:0005049,function,1,1719
1825,regulation of sporulation resulting in formation of a cellular spore,PF08769,GO:0042173,process,1,1720
1699,protein-containing complex binding,PF08771,GO:0044877,function,2,1721
289,SMAD binding,PF08782,GO:0046332,function,1,1722
1340,nuclear receptor binding,PF08815,GO:0016922,function,1,1723
235,NEDD8 activating enzyme activity,PF08825,GO:0019781,function,1,1724
207,MHC class II protein binding,PF08831,GO:0042289,function,2,1725
1338,nuclear pore,PF08911,GO:0005643,component,7,1726
2056,threonine-tRNA ligase activity,PF08915,GO:0004829,function,1,1727
2096,"transforming growth factor beta receptor activity, type II",PF08917,GO:0005026,function,1,1728
1450,peptidyl-histidine phosphorylation,PF08918,GO:0018106,process,2,1729
1326,non-membrane spanning protein tyrosine kinase activity,PF08919,GO:0004715,function,1,1730
1775,regulation of TOR signaling,PF08923,GO:0032006,process,1,1731
997,icosahedral viral capsid,PF08935,GO:0019030,component,1,1732
2142,ubiquitin protein ligase activity,PF08941,GO:0061630,function,7,1733
1410,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, with 2-oxoglutarate as one donor, and the other dehydrogenated",PF08943,GO:0050498,function,1,1734
577,cell-cell adhesion,PF08964,GO:0098609,process,1,1735
1279,negative regulation of cell killing,PF08998,GO:0031342,process,1,1736
228,NAD+-diphthamide ADP-ribosyltransferase activity,PF09009,GO:0047286,function,1,1737
1703,protein-glutamine gamma-glutamyltransferase activity,PF09017,GO:0003810,function,3,1738
1293,negative regulation of phagocytosis,PF09020,GO:0050765,process,1,1739
2133,type III protein secretion system complex,PF09025,GO:0030257,component,1,1740
1568,porphyrin-containing compound metabolic process,PF09029,GO:0006778,process,1,1741
953,histone acetyltransferase complex,PF09030,GO:0000123,component,2,1742
1574,positive regulation of canonical NF-kappaB signal transduction,PF09034,GO:0043123,process,2,1743
243,P-type potassium:proton transporter activity,PF09040,GO:0008900,function,1,1744
367,activation of cysteine-type endopeptidase activity involved in apoptotic process,PF09057,GO:0006919,process,2,1745
2109,transmembrane signaling receptor activity,PF09064,GO:0004888,function,4,1746
663,condensed nuclear chromosome,PF09074,GO:0000794,component,2,1747
2202,"virus tail, fiber",PF09089,GO:0098024,component,1,1748
2201,"virus tail, baseplate",PF09096,GO:0098025,component,1,1749
755,double-strand break repair via homologous recombination,PF09103,GO:0000724,process,2,1750
1900,selenocysteine incorporation,PF09106,GO:0001514,process,2,1751
1364,nucleosome binding,PF09110,GO:0031491,function,1,1752
1289,negative regulation of growth,PF09117,GO:0045926,process,1,1753
2024,tRNA thio-modification,PF09138,GO:0034227,process,2,1754
1478,phosphatidate cytidylyltransferase activity,PF09139,GO:0004605,function,1,1755
1891,ruffle,PF09141,GO:0001726,component,1,1756
1077,light absorption,PF09150,GO:0016037,process,1,1757
1108,mRNA export from nucleus,PF09162,GO:0006406,process,4,1758
931,heme catabolic process,PF09166,GO:0042167,process,1,1759
1300,negative regulation of transcription by RNA polymerase III,PF09174,GO:0016480,process,1,1760
180,Golgi vesicle transport,PF09177,GO:0048193,process,1,1761
1615,prolyl-tRNA aminoacylation,PF09180,GO:0006433,process,2,1762
1663,protein phosphatase 4 complex,PF09184,GO:0030289,component,1,1763
1768,regulation of DNA methylation,PF09187,GO:0044030,process,1,1764
683,cysteine-tRNA ligase activity,PF09190,GO:0004817,function,1,1765
807,evasion by virus of host restriction-modification system,PF09198,GO:0099018,process,1,1766
443,arabinan metabolic process,PF09206,GO:0031221,process,1,1767
561,cell death,PF09207,GO:0008219,process,1,1768
608,chemokine binding,PF09213,GO:0019956,function,1,1769
382,adhesion of symbiont to host,PF09222,GO:0044406,process,1,1770
441,apoptotic DNA fragmentation,PF09230,GO:0006309,process,1,1771
801,erythrocyte differentiation,PF09236,GO:0030218,process,1,1772
1614,production of molecular mediator involved in inflammatory response,PF09238,GO:0002532,process,1,1773
1802,regulation of immune system process,PF09259,GO:0002682,process,1,1774
1920,sialic acid binding,PF09264,GO:0033691,function,1,1775
702,cytokinin metabolic process,PF09265,GO:0009690,process,1,1776
264,RNA polymerase II cis-regulatory region sequence-specific DNA binding,PF09270,GO:0000978,function,1,1777
1624,proteasome-mediated ubiquitin-dependent protein catabolic process,PF09280,GO:0043161,process,1,1778
1354,nucleoside binding,PF09281,GO:0001882,function,1,1779
543,"carbon-oxygen lyase activity, acting on polysaccharides",PF09284,GO:0016837,function,2,1780
1438,peptide biosynthetic process,PF09285,GO:0043043,process,1,1781
339,acetaldehyde dehydrogenase (acetylating) activity,PF09290,GO:0008774,function,1,1782
453,aromatic amino acid metabolic process,PF09298,GO:0009072,process,1,1783
833,fatty acid beta-oxidation using acyl-CoA dehydrogenase,PF09317,GO:0033539,process,1,1784
1536,phytochelatin biosynthetic process,PF09328,GO:0046938,process,2,1785
1032,intracellular membrane-bounded organelle,PF09360,GO:0043231,component,2,1786
19,3'-5' DNA helicase activity,PF09382,GO:0043138,function,2,1787
1824,regulation of sporulation,PF09388,GO:0043937,process,1,1788
1181,microtubule anchoring,PF09398,GO:0034453,process,1,1789
1344,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",PF09416,GO:0000184,process,3,1790
294,SREBP signaling pathway,PF09427,GO:0032933,process,1,1791
1353,nucleoplasmic THO complex,PF09432,GO:0000446,component,1,1792
258,RNA methylation,PF09445,GO:0001510,process,1,1793
1065,kinetochore,PF09447,GO:0000776,component,7,1794
1133,mannosylglycerate biosynthetic process,PF09488,GO:0051479,process,1,1795
299,Slx1-Slx4 complex,PF09494,GO:0033557,component,1,1796
886,glucosylglycerol 3-phosphatase activity,PF09506,GO:0050530,function,1,1797
729,delta DNA polymerase complex,PF09507,GO:0043625,component,1,1798
297,SWI/SNF complex,PF09510,GO:0016514,component,1,1799
2050,thiamine transmembrane transporter activity,PF09515,GO:0015234,function,1,1800
1347,nucleic acid phosphodiester bond hydrolysis,PF09564,GO:0090305,process,3,1801
1342,nuclear speck,PF09596,GO:0016607,component,1,1802
1765,regulation of ATP-dependent activity,PF09604,GO:0043462,process,1,1803
985,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides",PF09663,GO:0016812,function,1,1804
50,ARC complex,PF09692,GO:0033167,component,1,1805
93,Ctf18 RFC-like complex,PF09696,GO:0031390,component,2,1806
1305,neuronal signal transduction,PF09726,GO:0023041,process,1,1807
709,cytoskeletal anchor activity,PF09730,GO:0008093,function,1,1808
328,UFM1 ligase activity,PF09743,GO:0061666,function,1,1809
1777,"regulation of alternative mRNA splicing, via spliceosome",PF09745,GO:0000381,process,2,1810
316,U6 snRNA 3'-end processing,PF09749,GO:0034477,process,1,1811
814,exocytosis,PF09763,GO:0006887,process,4,1812
675,cristae formation,PF09769,GO:0042407,process,2,1813
1588,positive regulation of protein dephosphorylation,PF09771,GO:0035307,process,1,1814
211,MKS complex,PF09773,GO:0036038,component,1,1815
1207,mitochondrial intermembrane space,PF09774,GO:0005758,component,2,1816
1208,mitochondrial large ribosomal subunit,PF09776,GO:0005762,component,3,1817
178,Golgi organization,PF09787,GO:0007030,process,1,1818
1489,"phosphatidylinositol-4,5-bisphosphate 4-phosphatase activity",PF09788,GO:0034597,function,1,1819
1462,phagophore assembly site,PF09795,GO:0000407,component,1,1820
1596,"post-translational protein targeting to membrane, translocation",PF09802,GO:0031204,process,1,1821
1197,mitochondrial cytochrome c oxidase assembly,PF09803,GO:0033617,process,4,1822
1940,single-stranded DNA 5'-3' DNA exonuclease activity,PF09810,GO:0045145,function,1,1823
278,RZZ complex,PF09817,GO:1990423,component,1,1824
51,ATP adenylyltransferase activity,PF09830,GO:0003877,function,1,1825
1067,lactate racemase activity,PF09861,GO:0050043,function,1,1826
1479,phosphatidate phosphatase activity,PF09949,GO:0008195,function,1,1827
744,dioxygenase activity,PF10014,GO:0051213,function,1,1828
1682,protein targeting to ER,PF10032,GO:0045047,process,1,1829
69,Atg1/ULK1 kinase complex,PF10033,GO:1990316,component,1,1830
147,DRM complex,PF10044,GO:0070176,component,1,1831
1697,protein-arginine rhamnosyltransferase activity,PF10093,GO:0106361,function,1,1832
1336,nuclear membrane,PF10104,GO:0031965,component,1,1833
2051,thiamine-phosphate diphosphorylase activity,PF10120,GO:0004789,function,1,1834
223,NAD glycohydrolase activity,PF10137,GO:0061810,function,2,1835
10,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity",PF10143,GO:0046537,function,1,1836
330,WASH complex,PF10152,GO:0071203,component,2,1837
1101,lysosome localization,PF10158,GO:0032418,process,1,1838
515,calcium import into the mitochondrion,PF10161,GO:0036444,process,1,1839
285,SAGA complex,PF10163,GO:0000124,component,1,1840
1587,positive regulation of plasminogen activation,PF10166,GO:0010756,process,1,1841
306,TIM22 mitochondrial import inner membrane insertion complex,PF10171,GO:0042721,component,1,1842
1620,proteasome assembly,PF10178,GO:0043248,process,7,1843
1857,response to pheromone,PF10192,GO:0019236,process,1,1844
1571,positive regulation of SREBP signaling pathway,PF10218,GO:2000640,process,1,1845
1816,regulation of protein ADP-ribosylation,PF10228,GO:0010835,process,1,1846
654,cobalamin metabolic process,PF10229,GO:0009235,process,1,1847
1084,lipid droplet,PF10230,GO:0005811,component,1,1848
1044,intrinsic apoptotic signaling pathway,PF10231,GO:0097193,process,2,1849
152,ESCRT I complex,PF10240,GO:0000813,component,3,1850
371,acyl-coenzyme A diphosphatase activity,PF10261,GO:0106399,function,1,1851
246,RNA 7-methylguanosine cap binding,PF10309,GO:0000340,function,1,1852
160,G protein-coupled peptide receptor activity,PF10324,GO:0008528,function,1,1853
2038,telomere maintenance via telomerase,PF10341,GO:0007004,process,1,1854
1236,mitotic sister chromatid cohesion,PF10345,GO:0007064,process,3,1855
1745,rRNA (uridine-N3-)-methyltransferase activity,PF10354,GO:0070042,function,1,1856
1820,regulation of ribosomal protein gene transcription by RNA polymerase II,PF10380,GO:0060962,process,1,1857
954,histone binding,PF10384,GO:0042393,function,5,1858
2080,transcription elongation factor complex,PF10390,GO:0008023,component,2,1859
114,DNA polymerase activity,PF10391,GO:0034061,function,1,1860
2147,ubiquitin-ubiquitin ligase activity,PF10408,GO:0034450,function,1,1861
1567,porphyrin-containing compound biosynthetic process,PF10414,GO:0006779,process,3,1862
2118,tricarboxylic acid cycle,PF10415,GO:0006099,process,9,1863
2108,transmembrane receptor protein tyrosine kinase signaling pathway,PF10430,GO:0007169,process,1,1864
1130,mannose-6-phosphate isomerase activity,PF10432,GO:0004476,function,2,1865
819,exosome (RNase complex),PF10447,GO:0000178,component,1,1866
309,TORC1 complex,PF10452,GO:0031931,component,1,1867
2164,valine-tRNA ligase activity,PF10458,GO:0004832,function,1,1868
1911,serine-type aminopeptidase activity,PF10459,GO:0070009,function,1,1869
102,DNA damage response,PF10461,GO:0006974,process,7,1870
1335,nuclear inner membrane,PF10476,GO:0005637,component,1,1871
1483,"phosphatidylinositol 3-kinase complex, class IB",PF10486,GO:0005944,component,1,1872
1927,signal peptide processing,PF10502,GO:0006465,process,4,1873
312,TTT Hsp90 cochaperone complex,PF10521,GO:0110078,component,1,1874
972,host cell postsynaptic membrane,PF10550,GO:0035792,component,1,1875
287,SAM complex,PF10568,GO:0001401,component,1,1876
1274,negative regulation of actin nucleation,PF10574,GO:0051126,process,1,1877
31,"4 iron, 4 sulfur cluster binding",PF10576,GO:0051539,function,7,1878
345,acetylcholine receptor binding,PF10579,GO:0033130,function,1,1879
1622,"proteasome core complex, alpha-subunit complex",PF10584,GO:0019773,component,1,1880
317,U6 snRNA binding,PF10596,GO:0017070,function,1,1881
315,U5 snRNA binding,PF10597,GO:0030623,function,1,1882
511,butyrate metabolic process,PF10605,GO:0019605,process,1,1883
195,L-ascorbic acid binding,PF10637,GO:0031418,function,1,1884
494,biogenic amine metabolic process,PF10662,GO:0006576,process,1,1885
1,'de novo' protein folding,PF10681,GO:0006458,process,1,1886
1815,regulation of proteasomal protein catabolic process,PF10759,GO:0061136,process,1,1887
2212,xenobiotic detoxification by transmembrane export across the plasma membrane,PF10766,GO:1990961,process,1,1888
983,"hydrolase activity, acting on acid halide bonds, in C-halide compounds",PF10778,GO:0019120,function,1,1889
586,cellular response to acidic pH,PF10798,GO:0071468,process,1,1890
792,energy reserve metabolic process,PF10843,GO:0006112,process,1,1891
43,90S preribosome,PF10863,GO:0030686,component,2,1892
1842,respirasome,PF10890,GO:0070469,component,1,1893
1214,mitochondrial oxoglutarate dehydrogenase complex,PF10937,GO:0009353,component,1,1894
265,RNA polymerase II general transcription initiation factor activity,PF11035,GO:0016251,function,1,1895
1791,regulation of cilium movement,PF11069,GO:0003352,process,1,1896
2182,viral inner membrane,PF11087,GO:0039641,component,1,1897
1206,mitochondrial inner membrane peptidase complex,PF11093,GO:0042720,component,1,1898
291,SMN-Sm protein complex,PF11095,GO:0034719,component,1,1899
1381,orexigenic neuropeptide QRFP receptor binding,PF11109,GO:0031854,function,1,1900
394,alginic acid biosynthetic process,PF11182,GO:0042121,process,1,1901
1530,photosystem II assembly,PF11264,GO:0010207,process,3,1902
392,aldehyde decarbonylase activity,PF11266,GO:0071771,function,1,1903
1141,mediator complex,PF11277,GO:0016592,component,26,1904
2204,virus-mediated pore formation in host cell membrane,PF11289,GO:0039707,process,2,1905
231,NADH dehydrogenase complex (plastoquinone) assembly,PF11347,GO:0010258,process,1,1906
1578,positive regulation of cyclin-dependent protein serine/threonine kinase activity,PF11357,GO:0045737,process,1,1907
1780,regulation of autophagy,PF11365,GO:0010506,process,1,1908
668,copper ion homeostasis,PF11382,GO:0055070,process,1,1909
738,detoxification of cadmium ion,PF11403,GO:0071585,process,1,1910
53,ATP biosynthetic process,PF11421,GO:0006754,process,1,1911
184,HDA1 complex,PF11496,GO:0070823,component,1,1912
723,defense response to Gram-negative bacterium,PF11504,GO:0050829,process,3,1913
2039,termination of RNA polymerase II transcription,PF11526,GO:0006369,process,1,1914
706,cytoplasmic dynein complex,PF11540,GO:0005868,component,1,1915
845,flap-structured DNA binding,PF11561,GO:0070336,function,1,1916
1488,phosphatidylinositol-3-phosphate binding,PF11605,GO:0032266,function,1,1917
2217,"xylan endo-1,3-beta-xylosidase activity",PF11606,GO:0033905,function,1,1918
1064,kinase binding,PF11610,GO:0019900,function,1,1919
1202,mitochondrial fission,PF11615,GO:0000266,process,1,1920
948,histone H3K27 methyltransferase activity,PF11616,GO:0046976,function,1,1921
1524,photosynthetic electron transport chain,PF11623,GO:0009767,process,2,1922
165,G-quadruplex RNA binding,PF11633,GO:0002151,function,1,1923
2074,transcription by RNA polymerase III,PF11705,GO:0006383,process,3,1924
1123,malate transport,PF11744,GO:0015743,process,1,1925
718,damaged DNA binding,PF11799,GO:0003684,function,5,1926
325,UDP-glucuronate decarboxylase activity,PF11803,GO:0048040,function,1,1927
795,enterochelin esterase activity,PF11806,GO:0008849,function,1,1928
489,beta-fructofuranosidase activity,PF11837,GO:0004564,function,1,1929
1597,potassium channel activity,PF11956,GO:0005267,function,3,1930
1411,"oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water",PF11960,GO:0016717,function,1,1931
1117,magnesium chelatase activity,PF11965,GO:0016851,function,1,1932
395,alkaloid metabolic process,PF11991,GO:0009820,process,1,1933
274,RNA-directed DNA polymerase activity,PF12009,GO:0003964,function,3,1934
336,[heparan sulfate]-glucosamine N-sulfotransferase activity,PF12062,GO:0015016,function,1,1935
2014,tRNA (guanine(18)-2'-O)-methyltransferase activity,PF12105,GO:0141100,function,1,1936
700,cytokine binding,PF12109,GO:0019955,function,1,1937
966,host cell endoplasmic reticulum,PF12133,GO:0044165,component,1,1938
553,catechol oxidase activity,PF12142,GO:0004097,function,2,1939
189,IkappaB kinase activity,PF12179,GO:0008384,function,1,1940
1292,negative regulation of peptidase activity,PF12190,GO:0010466,process,1,1941
662,complement binding,PF12199,GO:0001848,function,1,1942
777,"endo-alpha-(2,8)-sialidase activity",PF12217,GO:0016996,function,1,1943
573,cell wall macromolecule biosynthetic process,PF12249,GO:0044038,process,3,1944
604,cerebral cortex development,PF12258,GO:0021987,process,1,1945
1982,structural constituent of carboxysome shell,PF12288,GO:0043886,function,1,1946
1951,smoothened signaling pathway,PF12297,GO:0007224,process,2,1947
1038,intraciliary transport,PF12317,GO:0042073,process,1,1948
589,cellular response to oxidative stress,PF12326,GO:0034599,process,1,1949
1351,nucleolar ribonuclease P complex,PF12328,GO:0005655,component,1,1950
1793,regulation of cytokinesis,PF12356,GO:0032465,process,1,1951
241,P-type calcium transporter activity,PF12424,GO:0005388,function,1,1952
94,Cul4A-RING E3 ubiquitin ligase complex,PF12463,GO:0031464,component,1,1953
1383,organelle organization,PF12483,GO:0006996,process,1,1954
1476,phosphate ion transport,PF12501,GO:0006817,process,2,1955
151,ERMES complex,PF12519,GO:0032865,component,1,1956
2137,tyrosine 3-monooxygenase activity,PF12549,GO:0004511,function,1,1957
872,gamma-tubulin complex localization,PF12554,GO:0033566,process,1,1958
301,T cell receptor signaling pathway,PF12567,GO:0050852,process,2,1959
1742,rRNA (guanine) methyltransferase activity,PF12589,GO:0016435,function,1,1960
206,MCM complex,PF12619,GO:0042555,component,1,1961
1266,myosin binding,PF12632,GO:0017022,function,1,1962
829,extrinsic component of intraperoxisomal membrane,PF12634,GO:0005780,component,1,1963
2036,telomere capping,PF12658,GO:0016233,process,2,1964
311,TRAPPII protein complex,PF12735,GO:1990071,component,1,1965
286,SAGA-type complex,PF12767,GO:0070461,component,1,1966
560,cell cortex,PF12814,GO:0005938,component,1,1967
1204,mitochondrial genome maintenance,PF12829,GO:0000002,process,4,1968
676,cullin family protein binding,PF12861,GO:0097602,function,1,1969
1645,protein homotetramerization,PF12884,GO:0051289,process,1,1970
196,L-aspartate:2-oxoglutarate aminotransferase activity,PF12897,GO:0004069,function,1,1971
915,glycopeptide alpha-N-acetylgalactosaminidase activity,PF12899,GO:0033926,function,2,1972
517,calcium ion import across plasma membrane,PF12929,GO:0098703,process,1,1973
329,V(D)J recombination,PF12940,GO:0033151,process,1,1974
344,acetyl-CoA transmembrane transporter activity,PF13000,GO:0008521,function,1,1975
1244,molecular adaptor activity,PF13001,GO:0060090,function,1,1976
1804,regulation of miRNA-mediated gene silencing,PF13017,GO:0060964,process,1,1977
212,Mis6-Sim4 complex,PF13093,GO:0031511,component,1,1978
5,1-deoxy-D-xylulose-5-phosphate synthase activity,PF13292,GO:0008661,function,1,1979
1533,photosystem II repair,PF13326,GO:0010206,process,1,1980
492,beta-lactamase activity,PF13354,GO:0008800,function,1,1981
473,bacterial-type RNA polymerase core enzyme binding,PF13397,GO:0001000,function,1,1982
1881,ribonucleoside-triphosphate reductase activity,PF13597,GO:0008998,function,1,1983
1225,mitochondrial small ribosomal subunit,PF13741,GO:0005763,component,3,1984
1878,ribonucleoprotein complex,PF13762,GO:1990904,component,1,1985
1319,nitrite reductase [NAD(P)H] activity,PF13806,GO:0008942,function,1,1986
1616,propionyl-CoA carboxylase activity,PF13822,GO:0004658,function,1,1987
566,cell motility,PF13851,GO:0048870,process,1,1988
1373,olfactory receptor activity,PF13853,GO:0004984,function,2,1989
1111,mRNA polyadenylation,PF13869,GO:0006378,process,2,1990
1473,phosphatase binding,PF13914,GO:0019902,function,2,1991
1115,mRNA stabilization,PF13929,GO:0048255,process,2,1992
752,dormancy process,PF13939,GO:0022611,process,1,1993
1558,polysaccharide binding,PF13947,GO:0030247,function,3,1994
1142,meiotic DNA double-strand break formation,PF13971,GO:0042138,process,4,1995
557,cell adhesion involved in single-species biofilm formation,PF13994,GO:0043709,process,1,1996
1592,positive regulation of sporulation resulting in formation of a cellular spore,PF14089,GO:0045881,process,1,1997
527,capsule polysaccharide biosynthetic process,PF14102,GO:0045227,process,2,1998
1210,mitochondrial membrane,PF14138,GO:0031966,component,1,1999
2064,tocopherol cyclase activity,PF14249,GO:0009976,function,1,2000
1843,respiratory chain complex II,PF14290,GO:0045273,component,1,2001
2029,tRNA-specific adenosine deaminase activity,PF14437,GO:0008251,function,1,2002
1605,preQ1 synthase activity,PF14489,GO:0033739,function,1,2003
1882,ribose phosphate diphosphokinase activity,PF14572,GO:0004749,function,1,2004
1374,oligogalacturonide lyase activity,PF14583,GO:0047487,function,1,2005
800,epidermis development,PF14672,GO:0008544,process,1,2006
1969,sphingomyelin phosphodiesterase D activity,PF14724,GO:0050290,function,1,2007
183,HAUS complex,PF14735,GO:0070652,component,2,2008
1695,protein-N-terminal asparagine amidohydrolase activity,PF14736,GO:0008418,function,1,2009
